FPLTeam		Name
Axar Patel,True,False
Shikhar Dhawan,True,False
Kagiso Rabada,True,False
Liam Livingstone,True,False
Prithvi Shaw,True,False
Avesh Khan,True,False
Steve Smith,True,False
Shreyas Iyer,False,True
