FPLTeam		Name
Mayank Agarwal,True,False
Rohit Sharma,True,False
Hardik Pandya,True,False
Suryakumar Yadav,True,False
Quinton de Kock	,True,False
Ishan Kishan,True,False
Jasprit Bumrah,True,False
KL Rahul,False,True
