FPLTeam		Name
Mayank Agarwal,True,False
Nicholas Pooran	,True,False
Shubman Gill,True,False
KL Rahul,True,False
Deepak Hooda,True,False
Andre Russell,True,False
Dinesh Karthik,True,False
Eoin Morgan,False,True
