FPLTeam		Name
Marcus Stoinis,True,False
Prithvi Shaw,True,True
Shikhar Dhawan,True,False
Rishabh Pant,True,False
Jonny Bairstow,True,False
David Warner,True,False
Rashid Khan,True,False
