FPLTeam		Name
Jaydev Unadkat,False,True
Marcus Stoinis,True,False
Shreyas Gopal,True,False
Sanju Samson,True,False
Rishabh Pant,True,False
Jos Buttler,True,False
Steve Smith,True,False
Manan Vohra,True,False
